tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
nothing sillier watching people record video ipad sxsw,iPad,Negative emotion
agreed \x89ûó novelty ipad news apps fades fast among digital delegates \x89ûó link media sxsw via mention,iPad,Negative emotion
consumerists quotworst company america 2011quot tournament bracket apple pitted microsoft first round sxsw,Apple,Negative emotion
fully anticipate every geekdouche toting ipad 2 sxsw people also worth going,iPad,Negative emotion
inventing quotdislikequot button ipad 2 lines link sxsw,iPad,Negative emotion
sxsw mention das verpixelungsrecht\x89ûóthe right house pixelated google street view\x89ûó theft public,Google,Negative emotion
grrrr mention muting sxsw thought web iphone,iPhone,Negative emotion
organic unveils broadfeed social news app ipad audience gets heads door sxsw,iPad or iPhone App,Negative emotion
mayer also admits google needs quotstep upquot customer support google maps sxsw,Other Google product or service,Negative emotion
google expensive mobile data plans killing flavor contextual discovery abroad sxsw pnid,Google,Negative emotion
decided go la instead sxsw atampt iphone would useful brick austin,iPhone,Negative emotion
heading ipad design headaches hilton salon j sxsw,,Negative emotion
excited meet mention sxsw show sprint galaxy still running android 21 fail,Android,Negative emotion
iphone old sxsw schedule app oh noes rejection,iPhone,Negative emotion
theres way call ipad count sxsw reasonable think theres one every 2 people,iPad,Negative emotion
apple autocorrect weird ogilvy autocorrects idiocy ogilvynotes sxsw,Apple,Negative emotion
google product showcases never feel cool price tag brand equity wow factor attached sxsw marissa mayer,Google,Negative emotion
cashmere mashable thinks ipad 2 huge step waiting apple pr team parachute sxsw session,iPad,Negative emotion
andrew k prx equates homogeneity apple ecosystem w predictability vs androids wild west imaconf sxsw drumbeat mojo,,Negative emotion
aron pilhofer new york times design guru khoi vinh express scepticism ipad news apps sxsw link,iPad or iPhone App,Negative emotion
rt mention google lost way caring much business vs users mention psych sxsw,Google,Negative emotion
rt mention technology couldnt happen iphone nokia pushsnowboarding sxsw,iPhone,Negative emotion
mt mention swisher calls apple quotthe classiest fascist company americaquot sxflip sxsw,Apple,Negative emotion
rt mention mention false alarm google circles coming now\x89ûòand probably ever link google circles social sxsw,,Negative emotion
rt mention mention ipad app getting panned design trumping content rightfully sxsw,iPad or iPhone App,Negative emotion
rt mention mention peter cashmore ipad 2 minor improvement worth unless money burn sxsw,iPad,Negative emotion
rt mention quotmention apple classiest fascist company america really elegantquot sxsw rji,Apple,Negative emotion
rt mention quotapple elegant fascist company americaquot flipboard sxsw,Apple,Negative emotion
rt mention quotapple elegant fascist corporation america todayquot kara swisher sxsw flipboard,Apple,Negative emotion
rt mention quotgoogle looks technical solutions theyre great community human solutionquot sxsw,Google,Negative emotion
rt mention quoti believe god explanation apples continued existencequot guy kawasaki enchantment sxsw,Apple,Negative emotion
rt mention quotmultiple approaches monetizationquot iphone game dev quotbut ads would cheapen productquot ok good luck sxsw,iPad or iPhone App,Negative emotion
rt mention quottheres reason google isnt social technicalquot sxsw comments,Google,Negative emotion
rt mention futuremf trajan google destroyed lttitlegt tag websites seo open graph protocol added clean title tag instead sxsw,Google,Negative emotion
rt mention sxsw csr reporting janecek microsoft gives charity apple gives nothing everyone room iphone drives decision,Apple,Negative emotion
rt mention sxsw enchantment mention quotno one uses windows voluntarilyquot quotapple greatest collection egomaniacs historyquot haha,Apple,Negative emotion
rt mention sxsw 2011 google bing smackdown bloody banality guardian link via mention,Google,Negative emotion
rt mention sxsw ipad store sold everything except 64gig wifi white,iPad,Negative emotion
rt mention sxsw rumor mill ipad 3 6 15 cameras slightly thinner rare earths case quotdifferentquot still smudgy screen,iPad,Negative emotion
rt mention sxsw waze link duking google personalized mapping experience friendly quotpanel crashingquot,Google,Negative emotion
rt mention sxsw ipad design headaches take two tablet call morning link,iPad,Negative emotion
rt mention uxdes mention glad standard ipad navigation tools might one sxsw,iPad,Negative emotion
diabetes plate thanks google already covered link sxsw,Google,Negative emotion
rt mention agreed \x89ûó novelty ipad news apps fades fast among digital delegates \x89ûó link media sxsw via mention,iPad or iPhone App,Negative emotion
rt mention suck rt mention rt mention google preview major new social service circles sxsw today link,Other Google product or service,Negative emotion
rt mention anyone going buy new ipad donate japan tsunami victims instead sxsw,iPad,Negative emotion
rt mention apparently google quotad preferencesquot youll see google thinks youll like seenocreepy sxsw pnid,Google,Negative emotion
rt mention apple autocorrect weird ogilvy autocorrects idiocy ogilvynotes sxsw,Apple,Negative emotion
rt mention apple quotthe classiest fascist company americaquot says mention sxsw,Apple,Negative emotion
rt mention applequotthe classiest fascist company americaquot kara swisher sxsw,Apple,Negative emotion
rt mention best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot mention,iPad,Negative emotion
rt mention best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot mention mention,iPad,Negative emotion
rt mention best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot mention,iPad,Negative emotion
rt mention best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot ltamengt,,Negative emotion
rt mention best thing ive heard wknd mention sxsw quoti gave ipad 2 money 2 japan relief dont need ipad 2quotmention mention,,Negative emotion
rt mention brought google maps rerouted images jcpenney images macys trashy restraunts comment uosxsw sxsw,Other Google product or service,Negative emotion
rt mention decided go la instead sxsw atampt iphone would useful brick austin,iPhone,Negative emotion
rt mention deleting sxsw iphone app link,iPad or iPhone App,Negative emotion
rt mention deliciously ironic google privacy party made whole quotbanking cartel militaryscientific dictatorship takeoverquot cab rant sxsw,Google,Negative emotion
rt mention diller google tv quotthe first product wasnt good wasnt consumer product basicallyquot sxsw diller,Other Google product or service,Negative emotion
rt mention epic theres one guy waiting line ipad 2 austin sxsw link sxsw ipad ipad2,iPad,Negative emotion
rt mention false alarm google circles coming probably ever link much reports would unveil sxsw,Other Google product or service,Negative emotion
rt mention fest tipdont iphone doucheput away phone talk fellow festgoers lines etcall good people love film sxsw,iPhone,Negative emotion
rt mention finally fed angrybirds julian screamed quoti got nofly zone right pigfuckerquot threw ipad kid sxsw,iPad,Negative emotion
rt mention fodder snubor panel sxsw quotright forgetquot gains traction europe causing issues google link,,Negative emotion
rt mention forward delicious tmobile 4g austin iphone users struggle anything sxsw,iPhone,Negative emotion
rt mention found app kyping iphones geolocation amp releasing background need patch mention batterykiller sxsw,iPad or iPhone App,Negative emotion
rt mention google circles toast cant convince facebook users start account interface fb sxsw,Other Google product or service,Negative emotion
rt mention google hotpot rate restaurants get personalized recos eat um think foursquare yelp etc covered already sxsw,Other Google product or service,Negative emotion
rt mention google latina see find pornthis first impression people get us latism sxsw sxswlatam latinasintech\x89û\x9d,Google,Negative emotion
rt mention google presentation mayer sales pitch fail sxsw,Google,Negative emotion
rt mention google launch major new social network called circles possibly today sxsw rwwtof6bcet ogoody overload,Google,Negative emotion
rt mention google vs bing bettersearch bing shot success w structured search potentially higher margin cpa model vs google sxsw,Google,Negative emotion
rt mention google incapable disruptive innovation acquired 89 startups last years mention leanstartup sxsw,Google,Negative emotion
rt mention hipsters w oversized earphones pluged new ipad make happy texas loose gun laws sxsw,iPad,Negative emotion
rt mention hm need another 1 rt mention google launch major new social network called circles possibly today link sxsw,Other Google product or service,Negative emotion
rt mention hmm sxswcominteractivelive stream isnt ipadmobile compatible maybe next year sxsw,iPad,Negative emotion
rt mention cant wait give samsung people demo horrible terrible google nexus phone sxsw,Other Google product or service,Negative emotion
rt mention feel like iphone always always something running battery fast sxsw,iPhone,Negative emotion
rt mention yet walk conference room doesnt look like apple ad youd think nothing else sxsw,Apple,Negative emotion
rt mention know sxsw iphone started lying signal strength,iPhone,Negative emotion
rt mention think google lost way caring much business instead users tim oreilly sxsw pnid,Google,Negative emotion
rt mention think effing hubby line ipad 2 someone point towards lineup wife number 2 sxswi sxsw,iPad,Negative emotion
rt mention ipad upgrade newest ios yet tweetdeck unstable nten 11ntc sxsw sxswi,iPad,Negative emotion
rt mention room full geeks talking tv mention asked quotwho uses google tvquot one raised hand socialviewing sxsw,Other Google product or service,Negative emotion
rt mention ipad design headaches josh clark tapworthy sxsw link,iPad,Negative emotion
rt mention ipad design malady ipad elbow hate ipads back button heat million suns tapworthy sxsw,iPad,Negative emotion
rt mention ironic googled directions mention party ended walked 6 blocks wrong direction time bed think sxsw,Other Google product or service,Negative emotion
rt mention ridiculous see someone taking photo session ipad wait see concert use sxsw silly,iPad,Negative emotion
rt mention official people using ipad 2 take photos look weird sxsw,iPad,Negative emotion
rt mention josh clark hate ipads back button heat million suns tapworthy sxsw,iPad,Negative emotion
rt mention read apple sxsw selling ipad 2 release day good lord vortex smugness day may unbearable,iPad,Negative emotion
rt mention saw someone take picture ipad 2 first time looks ridiculous youd expect sxsw sightings,iPad,Negative emotion
rt mention line source code even longer ipad 2 take apple sxsw,Apple,Negative emotion
rt mention lonely planet releases free austin city guide iphone app sxsw like arent enough apps cluttering handset,iPad or iPhone App,Negative emotion
rt mention new sxsw rule ooing ahing new ipad get big deal everybody one,iPad,Negative emotion
rt mention new iphone autocorrect already tried change quotcoworkersquot quotvisigothsquot going long five days sxsw,iPhone,Negative emotion
rt mention fan new sxsw trend audience sharing opinions via holding ipad listen annoying,iPad,Negative emotion
rt mention note self downside tweeting white ipad 2 expect mocked mention sxsw,iPad,Negative emotion
rt mention nothing says douche cake like walking around ipad like iphone sxsw,iPad,Negative emotion
rt mention novelty ipad news apps fades fast among sxsw delegates mention link,iPad or iPhone App,Negative emotion
rt mention part journalsim support democracy yes informed populous yes ipad focus support newsapps sxsw,,Negative emotion
rt mention rt mention mention launch major new social network called circles possibly today link sxsw smm gtgtreally google,Google,Negative emotion
rt mention rt mention apple quotthe classiest fascist company americaquot says mention sxsw,Apple,Negative emotion
rt mention rt mention forward delicious tmobile 4g austin iphone users struggle anything sxsw,iPhone,Negative emotion
rt mention rt mention sound voice shot exploiting apple amp best buys 14day return policy imacs brilliant sxsw,Apple,Negative emotion
rt mention slides sxsw talk quotipad design headaches quot link tapworthy really interesting designers well,iPad,Negative emotion
rt mention speaks truth watched apple staff temp sxsw store high five entire long line facepalmed ugh longlinesbadux,Apple,Negative emotion
rt mention sxsw 2011 novelty ipad news apps fades fast among digital delegates link sxsw,iPad or iPhone App,Negative emotion
rt mention temp apple store 6th st austin sxsw closed night quottheyre stuff says austin cops barring door,Apple,Negative emotion
rt mention temporary sxsw apple store apple sneaky usual link,Apple,Negative emotion
rt mention future networks data thats google may win long term sxsw web3 saatchiny,Google,Negative emotion
rt mention ipad 2 also cartoonishly large digital camera sxsw cstejas link,iPad,Negative emotion
rt mention group next 6 ppl mention table everyone using thier phoneipad instead taking sxsw,iPad,Negative emotion
rt mention uses google tv room nobody raises hand packed room socialviewing session sxsw,Other Google product or service,Negative emotion
rt mention overload info delivered google kill discovery google says ppl wont lose curiosity wonderwe need serendipity sxsw,,Negative emotion
rt mention woman lobby quottheres website called like stupid iphone speller ppl taking pics funny autocorrected wordsquot sxsw,,Negative emotion
rt mention yes hate fanboys still valid tho waited ipad2 instead enjoying sxsw link,iPad,Negative emotion
sxsw iphone app control mania half screen used buttons filters half content uifail,iPad or iPhone App,Negative emotion
fuck iphone crapped charge says charging 5 night options austin sxsw,iPhone,Negative emotion
damn google glowinthedark cup leaked glowinthedark goo camera bag sxsw,Google,Negative emotion
looks stupid take pix ipad 2 believe guys sxsw,iPad,Negative emotion
apple opening temporary store austin sxsw people obviously want shell 1500 macbook visiting austin,Apple,Negative emotion
apple opening temporary store austin sxsw people obviously want shell 1500 macbook,Apple,Negative emotion
google dropped real estate search bc right theyd need invest much theyre willing moment sxsw,Google,Negative emotion
nyt app ipad quotheres amazing way serve readershipquot quotheres market opportunity cant ignorequot sxsw newsapps,iPad or iPhone App,Negative emotion
looking forward delicious tmobile 4g austin iphone users struggle anything sxsw,iPhone,Negative emotion
looking forward day mention mention release native android 30 tabletoptimized clients google latitude sucks sxsw,Other Google product or service,Negative emotion
microsoft google ripping us link mention joomla wannabe logo sxsw link,Google,Negative emotion
yea another google product isnt available google apps yet google hotpot sxsw,Other Google product or service,Negative emotion
quotno reason apples continued survival existence godquot mention enchantment sxsw sxswi,Apple,Negative emotion
twitter failed last time force chokes iphone sxsw,iPhone,Negative emotion
sxsw tougher crowd colin quinn rt mention hey marissa mayer please tell us something new products google launched months ago,Google,Negative emotion
phones staying charged crappy iphone would never handle sxsw rt mention mention mention sleep crazyfest,iPhone,Negative emotion
part journalsim support democracy yes informed populous yes ipad focus support newsapps sxsw,iPad,Negative emotion
checking ipad design headaches 2 tablets call morning link sxsw tapworthy fb,,Negative emotion
brought google maps rerouted images jcpenney images macys trashy restraunts comment uosxsw sxsw,Other Google product or service,Negative emotion
put ipad idiot smcomedyfyeah sxsw,iPad,Negative emotion
stopped pop apple storelamez come apple still cut weight half sxsw,Apple,Negative emotion
mention peter cashmore ipad 2 minor improvement worth unless money burn sxsw,iPad,Negative emotion
popup apple store seems popup ipad2s sxsw,Apple,Negative emotion
clearly apple another daylight savings time bug iphone 4 alarm also need remember fix rooms clocks whoops sxsw,iPhone,Negative emotion
apple popup shop sxsw sucks link,Apple,Negative emotion
ughhhapple store austin domain rain 3g ipads first 25 minutes right got ipad2 sxsw,Apple,Negative emotion
lbs apps iphone think orlando guess 2 check disney vs sxsw,iPad or iPhone App,Negative emotion
attended preso living simply 100tc sxswi sxsw felt bit guilty taking notes new ipad,iPad,Negative emotion
applequotthe classiest fascist company americaquot kara swisher sxsw,Apple,Negative emotion
twitter broken ipad cant follow sxsw hash right wow might nerdiest tweet yet tmsxsw sxsw,iPad,Negative emotion
okay fair enough lining new tech cost sxsw much better new ipad link,iPad,Negative emotion
headed ipad design headaches 2 tablets call morning sxsw link,iPad,Negative emotion
design ipad like design 101 class someone give talk assume didnt ditch previous experience sxsw,Other Apple product or service,Negative emotion
sxsw csr reporting janecek microsoft gives charity apple gives nothing everyone room iphone drives decision,Apple,Negative emotion
hear ipad 2 nutters ipading away even life techno hipster mecca sxsw,iPad,Negative emotion
apps distract pubs sez khoi vinh instead focusing reader exp theyre delivering content 3 ways sxsw link,,Negative emotion
frustrating zeldman autocorrects zelda iphone jzsxsw sxsw,iPhone,Negative emotion
google circles real thing launched today sxsw link,Other Google product or service,Negative emotion
quotthere explanation apples continued survival existence godquot guykawasaki sxsw,Apple,Negative emotion
quottheres reason google isnt social technicalquot sxsw comments,Google,Negative emotion
enough already \x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d,,Negative emotion
mention really disappointed ipad app lots error messages switch tweet deck rest sxsw,iPad or iPhone App,Negative emotion
farmers prefer balckberries iphones andriod devices durable antiapple feelings mobilefarm sxsw,iPhone,Negative emotion
horrible repressed memories apple spinning beach ball coming back progressbar talk sxsw,Apple,Negative emotion
mention respectfully disagree iphone battery life problem isnt ubiquitous seems project314 sxsw,iPhone,Negative emotion
sxsw tried 2 days ipad wo macbook pro experiment heart real keyboard,iPad,Negative emotion
google tries launch new social network called circles link sxsw mention 310409h2011,,Negative emotion
false alarm google circles coming now\x89ûòand probably ever link google circles social sxsw,,Negative emotion
ipad 2 turned giant camera looks plain stupid sxsw,iPad,Negative emotion
groupme available canada iphone users sxsw would love check,iPad or iPhone App,Negative emotion
droid rt mention spontaniety life replaced technology iphone battery dies go home great sxsw,iPhone,Negative emotion
survive sxsw 16 gigs space left iphone shall see,iPhone,Negative emotion
guess everyone wanted design ipad apps mom sxsw,iPad or iPhone App,Negative emotion
steve jobs doesnt position iphone device made china suicide rates high sells dreams kawasaki thisisdare sxsw,iPhone,Negative emotion
quotthis googlebing qampa panel like worlds expensive seo consultationquot mention sxsw,Google,Negative emotion
google incapable disruptive innovation acquired 89 startups last years mention leanstartup sxsw,Google,Negative emotion
friends iphone changed back hour instead forward atampt hints fix sxsw iphone help,iPhone,Negative emotion
iphone gps messed thinks im yonkers almost good sxsw link,iPhone,Negative emotion
sxsw world really needs google circles fb implement eventually,Other Google product or service,Negative emotion
hey marissa mayer please tell us something new products google launched months ago sxsw,Google,Negative emotion
anyone else issues gmail using google services sxsw,Google,Negative emotion
anyone else trouble synching schedule android sxsw go app sxsw,Android App,Negative emotion
anyone else iphone getting quotcould activate cellular data networkquot error message warning sxsw things come,iPhone,Negative emotion
circles set fail complicated june rt mention google set launch new social network circles today sxsw,Other Google product or service,Negative emotion
mention didnt get ipad 1 shouldnt ipad2 3g 64gb cover 100 macbook air sxsw,iPad,Negative emotion
\x89ûïthe classiest fascist company existence\x89û\x9d kara swisher sxsw apple,Apple,Negative emotion
spending time morning resetting android phone first day sxsw much,Android,Negative emotion
saw someone take picture ipad 2 first time looks ridiculous youd expect sxsw sightings,iPad,Negative emotion
every person see ipad looks crazy looks like 80s cell phone hand sxsw,iPad,Negative emotion
dissapointment rt mention new ubersocial iphone app store includes uberguide sxsw sponsored cont\x89û,iPad or iPhone App,Negative emotion
google possibly launching social media service sxsw link,Other Google product or service,Negative emotion
google lost way caring much business vs users mention psych sxsw,Google,Negative emotion
sxsw mistakes made building mention iphone plus see source code link,iPhone,Negative emotion
sxsw mistakes made building netflix iphone plus see source code link via mention,iPad or iPhone App,Negative emotion
opened yesterday line long wait look sxsw sxswi mention apple store sxsw link,Apple,Negative emotion
yet sxsw ipad popup store flawless rt mention apple ipad 2 launch poor planning apple\x89ûªs part link,Apple,Negative emotion
massive sxsw fail run ipad2 mention semi full parked front justsayin link,,Negative emotion
think sxsw taken upon make clear gen 1 iphone aint gon na cut anymore,,Negative emotion
biggest frustration sxsw far one looks theyre going glued iphone,iPhone,Negative emotion
mention client android gotten really buggy lately sxsw blame,Android,Negative emotion
get badge find food drink figure mention iphone roaming sxsw unpack priorities,iPhone,Negative emotion
proof ipad 2 turns douchebag sxsw link,iPad,Negative emotion
looking line pop sxsw apple storei cant think single object want much,Apple,Negative emotion
yet walk conference room doesnt look like apple ad youd think nothing else sxsw,Apple,Negative emotion
sxsw whats sxsw go app android faulty,Android App,Negative emotion
tried installing mention iphone crashes every time open sxsw,iPad or iPhone App,Negative emotion
watched quotipad design headachesquot sxsw buttons hack tapworthy,iPad,Negative emotion
hate ipad fleets nerds armed ipads navigating crowds far cool ive ever seen sxsw,iPad,Negative emotion
twitter iphone anyway removeburn hashtags eg sxsw v v bored already already,iPhone,Negative emotion
deleting sxsw iphone app link,iPad or iPhone App,Negative emotion
mention apple sxsw popupstore like crack house mac addicts,Apple,Negative emotion
apple classiest facist company america kara swisher sxsw,Apple,Negative emotion
oh another way talk shit net google launch major new social network called circles possibly today link sxsw,,Negative emotion
mention theyre journalists spent money sxsw passes afford google tv,Google,Negative emotion
noticed dst coming weekend many iphone users hour late sxsw come sunday morning sxsw iphone,iPhone,Negative emotion
google hotpot quotnot good services force anywaysquot sxsw,Other Google product or service,Negative emotion
perfect attention detail rt mention google recreated code pacman doodle original bugs included sxsw googledoodles,Google,Negative emotion
iphone battery going quickly guy behind let borrow portable charger want one link sxsw,iPhone,Negative emotion
wow suck link ipad sxsw rebecca black fab5,iPad,Negative emotion
ungrateful bc much shit play turn shit iphone sxsw,iPhone,Negative emotion
bad news update popup apple store ipads sure tomorrow sxsw,,Negative emotion
google patented something ie age domain rankings algorithm doesnt mean use qagb sxsw,,Negative emotion
ipad upgrade newest ios yet tweetdeck unstable nten 11ntc sxsw sxswi,iPad,Negative emotion
youll wait 45 weeks ipad 2 appleatxdt popup shipments daily via mention sxsw,iPad,Negative emotion
protip avoid austinarea apple stores friday sxsw,Apple,Negative emotion
aunties voxpop popular sxsw apps worth watch link many android phones view,Android,Negative emotion
dont know 1 user rt mention uses google tv room nobody raises hand packed room socialviewing session sxsw,Other Google product or service,Negative emotion
dear sxsw goer please look fucking iphone walking halls thanks hipsters hilarious,iPhone,Negative emotion
sxsw grateful bicycle backup twitter app cursing losing hour zzzs iphone battery life,iPhone,Negative emotion
dear sxsw iphone app suck year sitbyus great doesnt include film sessions,iPad or iPhone App,Negative emotion
popup store austin sold nothing iphone battery extenders would make much money sxsw,iPhone,Negative emotion
ipad news apps popular kids link thedaily terrible concept anyway sxsw,iPad or iPhone App,Negative emotion
hmmmtaxi magic iphone appear magic austin sxsw,iPad or iPhone App,Negative emotion
google guy sxsw talk explaining made realistic twitter bots experiment gee thanks,,Negative emotion
think effing hubby line ipad 2 someone point towards lineup wife number 2 sxswi sxsw,iPad,Negative emotion
im pretty sure panelist thinks quotapple drowning successquot fucking insane sxsw,Apple,Negative emotion
hey anyone sxsw signing group texting app groupme got iphone one else sokinda useless,,Negative emotion
diller says google tv quotmight run playstation xbox essentially ready todayquot sxsw diller,Other Google product or service,Negative emotion
