tweet_text,is_there_an_emotion_directed_at_a_brand_or_product,target
apple outmarkets comers sxsw link,Positive emotion,0.0
apple popup sxsw ordinance front line admission first step recovery link,Positive emotion,0.0
apple popup shop sxsw cool link,Positive emotion,0.0
google 4 people work 7 people rather 7 people work 4 agileagency sxsw,Positive emotion,0.0
lost ipad corrupted iphone crazy hotels good times sxsw mention aus austinbergstrom link,Negative emotion,1.0
midday iphone midbattery outlet blocked immobile booth serves purpose taunt sxsw link,Negative emotion,1.0
im sorry going mention party sxsw iphone forever,Positive emotion,0.0
ning amp mobile roadie thrilled offer unofficial sxsw insiders guide iphone fun austin link,Positive emotion,0.0
gt rt mention google 4 people work 7 people rather 7 people work 4 agileagency sxsw,Positive emotion,0.0
find amp start impromptu parties sxsw mention link cant wait til android app comes,Positive emotion,0.0
quotpop upquot apple store packed sxsw,Positive emotion,0.0
oh quotwhile check new ipad 2 thingquot sxsw strangeproblems,Positive emotion,0.0
sweet rt mention rt mention google launch major new social network called circles possibly today link sxsw,Positive emotion,0.0
nice move apple set open popup shop core sxsw action link,Positive emotion,0.0
big night come party mention google tonight sxsw link bands food art interactive maps cc mention,Positive emotion,0.0
sxsw 2011 novelty ipad news apps fades fast among digital delegates link via mention sxsw xipad,Negative emotion,1.0
thank rt mention picked mention book killer photoes iphone sxsw sxswchi link sxswi,Positive emotion,0.0
good work \x89ûïmention mention check latest stream apples store sxsw link ipad2 come playsxsw\x89û\x9d,Positive emotion,0.0
good news austin eats bbq iphone available link itunes austin bbq sxsw sxswi,Positive emotion,0.0
bout time rt mention new ubersocial iphone app store includes uberguide sxsw sponsored cont link,Positive emotion,0.0
good info rt mention improve website rankings advice google amp bing sxsw link,Positive emotion,0.0
oh god rt mention rumor apple opening temporary store downtown austin sxsw ampipad 2 launch link,Positive emotion,0.0
true rt mention google lost way caring much business vs users mention psych sxsw,Negative emotion,1.0
cool rt mention rt mention rumor apple open temporary store dt atx sxsw amp ipad 2 launch link,Positive emotion,0.0
oh snap 80s party hosted google sxsw,Positive emotion,0.0
brilliant marketing quotapple opening temporary store downtown austinquot next sxsw world buy,Positive emotion,0.0
brilliant rt mention ive meetings im line sxsw popup apple store ipad2 love place,Positive emotion,0.0
congrats rt mention yes gowalla wins best andoid app team android choice awards thanks sxsw,Positive emotion,0.0
love rt mention rt mention rumor apple open temporary store dt atx sxsw amp ipad 2 launch,Positive emotion,0.0
well yeah music gt iphone nerds rt mention god cute girls everywherei love interactive ends music begins sxsw,Positive emotion,0.0
shite app rt mention new ubersocial iphone app store includes uberguide sxsw sponso\x89û cont link,Negative emotion,1.0
brilliant apple setting popup store downtown austin sell tons ipad2s sxsw attendees course link,Positive emotion,0.0
brilliant rt mention apple set open popup shop core sxsw action theyre going sell ipad2 sxsw link,Positive emotion,0.0
well done see tonight rt mention w00t mention wrote hollergram ipad app sxsw link,Positive emotion,0.0
finally yeaayyy rt mention new ubersocial iphone app store includes uberguide sxsw sponsored mashable,Positive emotion,0.0
begins story cool sxsw app also apple launching ipad 2 temp store stay tuned love sxsw,Positive emotion,0.0
wise rt mention apple opening temp store austin sxsw link via mention ipad2,Positive emotion,0.0
fyi breaking google launch major new social network called circlestoday link via mention sxsw socialmedia,Positive emotion,0.0
brillianti hope plenty ipadsrt mention apple open popup shop sxsw report link sxsw,Positive emotion,0.0
new wwwdivasanddorkscom best worlds apple pop store invades sxsw link sxsw,Positive emotion,0.0
mention goodguide iphone app scans barcode rank environmental responsibility companynice pressuresmmnextgen sxsw,Positive emotion,0.0
think im getting ready order ipad 2 would spend attend sxsw,Positive emotion,0.0
wow theyre really trying tempt pick ipad 2 tomorrow link apple sxsw austintx,Positive emotion,0.0
know sxsw iphone started lying signal strength,Negative emotion,1.0
wow thats dedication rt mention well im first line 105 hours go ipad apple sxsw sleepy,Positive emotion,0.0
worlds largest ipad sxsw link,Positive emotion,0.0
mention nexus tmobile 10x useful iphone4 atampt sxsw many ppl iphone,Negative emotion,1.0
google 80s party maggie maes sxsw got free glow dark shades,Positive emotion,0.0
googles scale tiny changes even colors blue meaningful theres optimum shade blue links sxsw mention,Positive emotion,0.0
hey thats us gtgt go game launches doityourself iphone scavenger hunts link via mention see sxsw,Positive emotion,0.0
hmmcant get twitter searches update hootsuite tweetdeck ipad sxsw,Negative emotion,1.0
mention \x89ûïmention last day get lp austin iphone app free link travel sxswquot,Positive emotion,0.0
mention ceo gowalla tells journey blinksale iconbuffet packrat iphone born lightbulb turned onsxsw,Positive emotion,0.0
mention via mention sxsw ipad store sold everything except 64gig wifi white,Positive emotion,0.0
cnnmoney sxsw 2011 computing device bigger ipad passì© mobile space buzz link wssxsw,Positive emotion,0.0
rt mention look everyone zomg mention got ipad 2 first day sxsw link,Positive emotion,0.0
get downloaded hoot rt hootsuite mobile sxsw updates iphone blackberry amp android link,Positive emotion,0.0
mention link get sxsw app yet android version schedule,Positive emotion,0.0
mention mention mention sxsw tried new ipad app beautiful ps thanks tvontheradio tix yall rock,Positive emotion,0.0
mention mention google circles new social media site wow sxsw,Positive emotion,0.0
mention mention studies players tell us quotpetting iphone makes happyquot tapworthy sxsw,Positive emotion,0.0
mention mention mention mention paper phones means ipad likely useless sxsw well fail,Negative emotion,1.0
mention mention mention quotmention google launch major new social network circles possibly today link sxswquot,Positive emotion,0.0
mention sxsw buzz makes wish android iphone beforetwitter wouldnt envy,Positive emotion,0.0
mention mention apple sets temporary store sxsw ipad anyone link cc mention,Positive emotion,0.0
love mention sxsw quotapple comes cool technology ones ever heard dont go conferencesquot,Positive emotion,0.0
love mention sxsw quotapple comes cool technology ones ever heard dont go link,Positive emotion,0.0
agree mention theyre great quotiphone apps mealtimequot link via mention bizzy sxsw,Positive emotion,0.0
yeah rt mention details ipad 2 giveaway coming tonight rt sxsw sxswi,Positive emotion,0.0
woot rt mention first android mention disc link market version coming soon sxsw,Positive emotion,0.0
yay rt \x89ûïmention flipboards next platform iphone ceo mention says sxsw\x89û\x9d,Positive emotion,0.0
score rtmention google handing free pi pi day sxsw win,Positive emotion,0.0
whoa rt mention google launch major new social network called circles possibly today link sxsw,Positive emotion,0.0
cool rt mention heard apples popup store downtown austin pics already gowalla link sxsw ipad2,Positive emotion,0.0
nice rt mention hey apple fans get peek space thats slated popup sxsw apple store tomorrow link,Positive emotion,0.0
mention mention im reading book flight sxsw guy next reading ipad boom,Positive emotion,0.0
haha rt mention havent waited line apple product youre missing important rite passage sxsw,Positive emotion,0.0
woo hoo mention finally back iphone link sxsw il,Positive emotion,0.0
mention mention lots ipad 2s austin bigger thought would sxsw,Positive emotion,0.0
mention mention nc buzzing ipad2 geekdom austin sxsw elevate smart apple,Positive emotion,0.0
yeay rt mention new ubersocial iphone app store includes uberguide sxsw sponsored masha link,Positive emotion,0.0
mention mention saw morning google circles would start rollout sxsw holding breath openminded,Positive emotion,0.0
want mention bad sxsw would make live blogging ipad much efficient beautiful case beats leather 1,Positive emotion,0.0
woohoo \x89ûïmention standing line 6th time ipad2 apple sxsw popupstore\x89û\x9d,Positive emotion,0.0
woot rt mention mention spilled beans next platform flipboard iphone team started working sxflip sxsw,Positive emotion,0.0
mention mention thanks love show us iphone via twitpic well share love zazzlesxsw sxsw,Positive emotion,0.0
mention mention wishing excellent day sxsw today ive got ipad envy,Positive emotion,0.0
justmet mention worked apple 25 years sxsw,Positive emotion,0.0
sxsw rt mention wow apple right thing japan must read link,Positive emotion,0.0
mention mention probably know apple opening popup store austin sxsw et ipad2,Positive emotion,0.0
funny rt mention yes theres line front allbutconfirmed popup apple store sxsw link,Positive emotion,0.0
nice rt mention yes gowalla wins best andoid app team android choice awards thanks sxsw,Positive emotion,0.0
customer service \x89ûó quotapple opens temporary store near sxswquot link,Positive emotion,0.0
applauds link holler gram fun ipad app sxsw fun anyone play,Positive emotion,0.0
dealing w mention white freeze screen far much sxsw everyone iphonemaking conversion possibility efficient,Positive emotion,0.0
ideally quotgoogle logos bring people together sociallyquot mention creative lead google doodle team gsdm googledoodle sxsw,Positive emotion,0.0
mention quotive worked google 11 years ive seen lot evilquot qagb sxsw,Negative emotion,1.0
mention quotomg im gon na miss 2 panels sxsw standing line 1 panel playing new ipad itll worth poniesquot,Positive emotion,0.0
ipad quotthe arm giant meatpointerquot hilarious mention sxsw,Positive emotion,0.0
sxsw tip2 use smartphones google maps app land austin find next 1 bus downtown link,Positive emotion,0.0
airline mentioned guy kawasaki delightful like apple drumroll mention congrats sxsw,Positive emotion,0.0
must see android app sxsw quotbizzyquot link,Positive emotion,0.0
mention bt sxsw quothaving really great social search probably good idea googlequot mention,Positive emotion,0.0
mention discovr available iphone killing sxsw get link,Positive emotion,0.0
mention hollergram app killing sxsw link,Positive emotion,0.0
pubcamp kirkus sxsw download qrank ipad iphone come pubcamp sxsw 2011 prizes,Positive emotion,0.0
pubcamp kirkus sxsw download qrank ipad iphone come pubcamp sxsw 2011 prizes,Positive emotion,0.0
oh yeah saysshewithoutanipad rt mention flipboards next platform iphone ceo mention says sxsw via mention,Positive emotion,0.0
sxsw smileyparty really want win sn ipad,Positive emotion,0.0
mention sxsw free tunage itunes link,Positive emotion,0.0
heard sxsw android leading market share smart phones us getjarsxsw,Positive emotion,0.0
mention sxsw google tv thanks google tv watch guy live living\x89û link,Positive emotion,0.0
mention sxsw ipad fans get really excited unique design klick sleeves models straps,Positive emotion,0.0
sxsw app google maps im pretty sure schwag bag waste paper,Positive emotion,0.0
mention sxsw blogger orange wodpress blue google owns market winning,Positive emotion,0.0
first sxsw blog post mention grand opening apple popup store link,Positive emotion,0.0
sxsw check holler gram ipad app mention link lt tis covered awesome sauce,Positive emotion,0.0
mention sxsw dont forget mention plan schedule plus free iphone app link,Positive emotion,0.0
sxsw gadget lust rubbing think want ipad 2 must escape soon,Positive emotion,0.0
mention sxsw ipad rocks,Positive emotion,0.0
mention sxsw going alot better u ipad 5 carry around,Positive emotion,0.0
sxswnui sxsw laptop denotes work ipad denotes fun,Positive emotion,0.0
googles sxsw party theme quotparty like 1986quot mention maggie maes pic link,Positive emotion,0.0
enjoying sxsw radio station link iphone use link link amp plug sound system,Positive emotion,0.0
sxsw rt mention hanging mention mention google industry partygood crowd sxsw,Positive emotion,0.0
first sxsw survival kit iphone shot im using take picture link might ready,Positive emotion,0.0
whos sxsw 64gb ipad 2 3g ill paypal right,Positive emotion,0.0
fear sxswers rt mention confirmed apple store 2 week popup austin sxsw link,Positive emotion,0.0
quotat sxsw apple schools marketing expertsquot link,Positive emotion,0.0
tech sxsw apple schools marketing experts link,Positive emotion,0.0
bored sxsw try iphone app link,Positive emotion,0.0
free sxsw fluffertrax radio iphone applink,Positive emotion,0.0
going sxsw come emc consulting booth chance win ipad 2 mention mention,Positive emotion,0.0
going sxsw new iphone guide austin mention free march 915 hard beat free lp,Positive emotion,0.0
sxsw tapworthy ipad design headaches avoiding pitfalls new design challenges,Negative emotion,1.0
evernote iphone awesome sxsw notes photos taccsxsw,Positive emotion,0.0
disaster iphone died middle sxsw cant function heading apple store,Negative emotion,1.0
quadroid qualcomm android called platform next decade vs wintel sxsw cloud,Positive emotion,0.0
ill pay 900 new ipad 2 white 32 gb 3g next 20 hours link willpay sxsw zaarly,Positive emotion,0.0
google 40 map usage mobile seeing demo new version mobile maps nice sxsw,Positive emotion,0.0
ipad 1 march 11 2011 459pm pst sxsw,Negative emotion,1.0
sxsw 2011 trends google twitter next angry birds,Positive emotion,0.0
sxsw 2011 novelty ipad news apps fades fast among digital delegates link via mention,Negative emotion,1.0
sxsw 2011 novelty ipad news apps fades fast among digital delegates link,Negative emotion,1.0
sxsw 2011 google bing smackdown bloody banality link,Negative emotion,1.0
sxsw 2011 google bing smackdown bloody banality link via mention mention,Negative emotion,1.0
even 10am austin iphone batt 54 shit sxsw notevenstartedyet,Negative emotion,1.0
ipad 2 goes sale next fridaythe austin apple store going busy sxsw,Positive emotion,0.0
ipad 2 better product time make worthwhile improvements mention diller sxsw,Positive emotion,0.0
ipad 2 launch buzz sxsw 2011 link via mention mention apple tablet marketing advertising ipod,Positive emotion,0.0
ipad 2 launch really south austin inde \x89ûó sxsw mac ipad mention,Positive emotion,0.0
ipad 2 takes sxsw video link channels gadgets news uncategorized,Positive emotion,0.0
ipad 2 takes sxsw video one biggest events first day sxsw 2011\x89û link,Positive emotion,0.0
ipad 2 takes sxsw video link,Positive emotion,0.0
ipad 2 takes sxsw video link via mention mention,Positive emotion,0.0
ipad 2 takes sxsw video link,Positive emotion,0.0
ipad 2 takes sxsw video link via mashable,Positive emotion,0.0
ipad 2 takes sxsw video link apple ipad sxsw,Positive emotion,0.0
ipad 2 takes sxsw video link ipad2 sxsw,Positive emotion,0.0
2nd congress sxsw rewardswagon mention bookbook ipad cases get fast,Positive emotion,0.0
new 4sq3 looks like going rock update iphone android push tonight link sxsw keepaustinweird,Positive emotion,0.0
sxsw 15slides gruber keeps desk apple extended keyboard 2 discontinued 1991 169 loud feels like writes better,Positive emotion,0.0
wjchat q7a im going iphone ipad bought zagg keyboard high hopes plan work sxsw,Positive emotion,0.0
link via mention pretty neat database must say work android shall see sxsw party free,Positive emotion,0.0
mention sxsw mystery prize hope ipad 2 thanks great panel gift discotalk,Positive emotion,0.0
15k quothighquality pdfquot ipad app good investment small mags says chris tomlinson formerly texas obs ap sxsw,Positive emotion,0.0
setup sxsw demo restaurant page sign download iphone app check link amp say hi mention sxswi,Positive emotion,0.0
got back door invite google party goona network ass sxsw,Positive emotion,0.0
great idea behind circles rt mention amp mention google launching secret new social network called circles link sxsw,Positive emotion,0.0
3rd time charm privacy rt mention google launch new social network circles maybe today link sxsw,Positive emotion,0.0
got free iphone charger someone came gave one randomly love sxsw,Positive emotion,0.0
got free iphonecharger alex powermatteam wow makes life sxsw much easier thanks link,Positive emotion,0.0
enjoying google ice cream sandwich gsdampm partywith edible wrapper welivehere gsdm sxsw link,Positive emotion,0.0
great festival app sxsw featured app store works google maps plan schedule free,Positive emotion,0.0
watching guy simultaneously use laptop ipad force strong one mmm sxsw,Positive emotion,0.0
beluga iphone app highlight sxsw excellent way coordinate sxsw4japan relief effort,Positive emotion,0.0
apple selfish brand microsoft served brand wellsxsw,Negative emotion,1.0
saw preview new mention ipad app awesome sxsw,Positive emotion,0.0
watching promo google earth engine techies save world dont harnessing collective power good sxsw,Positive emotion,0.0
really bad person could stolen guys ipad saying sxsw,Positive emotion,0.0
really great mophie experience sxsw user 3 months highly recommend iphone 4 battery goodcustomerservice,Positive emotion,0.0
rumor apple opening popup store downtown austin sxsw amp ipad 2 launch via mention link,Positive emotion,0.0
rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,Positive emotion,0.0
got shiny new ipad2 sxsw discover new music link built html5 flash looks great ipad,Positive emotion,0.0
tech bro posed homeless person outside apple pop sign asking ipad sxsw,Positive emotion,0.0
sxsw beta testing interactive book ipad app moonbot studios louisiana cool app,Positive emotion,0.0
qampa google bing website rankings fun sxsw,Positive emotion,0.0
3 5 available android gtgt 5 absolute musthave apps rock sxsw interactive mention link via mention,Positive emotion,0.0
free portable iphone charger mention im use heck sxsw link,Positive emotion,0.0
saw hashable pushed update iphone app looks ready use paperless biz card solution sxsw,Positive emotion,0.0
probably best keep away apple pop stores temptation get white 3g ipad sxsw insanely tempting,Positive emotion,0.0
learning latest food related apps half people rm make apps sxsw gsdm check lovefresh coming soon iphone,Positive emotion,0.0
pretty content nat geo pretty article ipad cooler twitter list current arctic explorers flipboard sxsw,Positive emotion,0.0
mention talk sxsw mistakes building netflix iphone app,Negative emotion,1.0
fucking mac users link sxsw cwebb ipad grant hill,Negative emotion,1.0
yikes reached new level applefanboyism last night literally fell asleep macbook pro ipad 2 amp iphone 4 top sxsw,Positive emotion,0.0
touch trackpads first iphone ipad positives natural dont sit mobile relaxed sxsw sxswnui,Positive emotion,0.0
ipad 2 wohooo tnx apple popup shop sxsw,Positive emotion,0.0
got ipad 2 gave red cross japan first day sxsw,Positive emotion,0.0
win ipad 2 sxsw via mention sxsw link,Positive emotion,0.0
ipad 2 hands exquisite sxsw,Positive emotion,0.0
win ipad 2 via mention video clipcon see intro reel link sxsw suasxsw sxswaccel entrepreneur smallbiz ceokidschat,Positive emotion,0.0
writer ipad app link saved ass flight amp bigger sxsw panel good job mention mention link,Positive emotion,0.0
dawns ipad app week early help prep sxsw link,Positive emotion,0.0
win ipad sxsw via mention sxsw link,Positive emotion,0.0
sxsw ipad design headaches take two tablet call morning link,Negative emotion,1.0
already first google circle search result link cc mention mention sxsw,Positive emotion,0.0
ipad available im austin sxsw major geekdilemma,Positive emotion,0.0
sxsw ipad2 coming buy rt mention apple open store near sxsw ipad 2 release link,Positive emotion,0.0
buying ipad2 turn ur ipad1 apple store wipes clean donates schools mrs jobs idea apple ipad2 sxsw,Positive emotion,0.0
mondays adfonic daily read iphone white release google social sxsw things mobile \x89ðü link,Positive emotion,0.0
lol u r gadgetzilla fun mention sxsw festival time omg im scared got netbook ipad amp droid,Positive emotion,0.0
mention sxsw never take fully charged iphone granted 24 7 pics edit tweet 4square apps zap ltgood 2 kno,Positive emotion,0.0
packing bag sxswnot taking dell laptop sorry richardat mercy bb torch iphone webmail supposecheers,Positive emotion,0.0
best schwag ive seen sxsw mention battery charger iphone get one,Positive emotion,0.0
waiting eagerly google launch secret new social network called circles today sxsw gtgt new updates,Positive emotion,0.0
google brain apologies randy ads popping search results algorithm skewed weekend randy queries sxsw attendees,Negative emotion,1.0
2 hour wait makeshift apple store ipad 2 fail sxsw,Negative emotion,1.0
want make sxsw film fun download filmaster app link checkin screenings amp get private recommendations,Positive emotion,0.0
doesnt make sense limit content specific platform ipad web mention interview w mention sxsw,Negative emotion,1.0
big takeaway sxsw interactive need iphone,Positive emotion,0.0
guy kawasaki quoti believe god explanation continuous survival apple yearsquot lol sxsw,Negative emotion,1.0
apples taking old ipads teach america user gets tax writeoff buy new ipad kinda cool sxsw,Positive emotion,0.0
9 essential apps sxsw beyond underwire wiredcom link socialmedia iphone android,Positive emotion,0.0
informal unscientific observation apple far computer choice sxsw hands contest,Positive emotion,0.0
mention alive loving great talks jonathan dahl minimalistprogramming googles marissa mayer marissagoogle sxsw,Positive emotion,0.0
realized havnt used laptop since thursday pure iphone sprinkle ipad2 top apple sxsw,Positive emotion,0.0
groupme talks apple app store approval woes would big group people would agree whowillrise sxsw,Negative emotion,1.0
apple love sxsw heard quite bit grumbling holding back features ipad 1 people would buy v2,Negative emotion,1.0
android meetups austin im work well least ps meetup sxsw,Negative emotion,1.0
virtualwallet sxsw nfc iphone5 bc standardization android confusion,Negative emotion,1.0
monthly value user ios 950 android 720 utility apps valuable sxsweisner sxsw,Positive emotion,0.0
dl calyp app today avail itunes app store amp android market calyp look us sxsw,Positive emotion,0.0
google analytics track offsite links virtual page views using javascript moreknowledge sxsw mitharvard,Positive emotion,0.0
google analytics rocks view512 sxsw,Positive emotion,0.0
holler gram ipad itunes app store link via mention sxsw,Positive emotion,0.0
holler gram ipad itunes app store link via mention sxswsters great app madebymany free,Positive emotion,0.0
umshini wam night fishing weird shit mention said work well together liked esp iphone footage sxsw,Positive emotion,0.0
watching 8 year old report sxsw via iphone shows technology isnt going anywhereuntil robots revolt,Positive emotion,0.0
awesome ipad mention sxswbuffalo lounge sxsw experience complete,Positive emotion,0.0
sxsw vegan guide google map austin tx link based lazy smurfs info link,Positive emotion,0.0
dont ipad 2 rearfacing camera get link sxsw,Negative emotion,1.0
ill use ipad 2 someone gives otherwise iphone actually task sxsw,Positive emotion,0.0
ipad 2 sxsw thanks mention fxsw,Positive emotion,0.0
got ipad courtesy random stranger streetan apple investor sxsw thank utter link,Positive emotion,0.0
mention ipad cheaper laptops newsapps sxsw,Positive emotion,0.0
iphone app people use sxsw scheduling mention awesome isnt app flummoxed,Positive emotion,0.0
mention mention saying hi sxsw new iphone cases zazzlesxsw link,Positive emotion,0.0
mention mention shooting videos sxsw ps pic ipad 2 link,Positive emotion,0.0
check offers google cool link sxsw,Positive emotion,0.0
mention android got big call sxsw gamelayer opening keynote knew youd appreciate,Positive emotion,0.0
mention android needs way group apps like ipad ipod sxsw hhrs,Negative emotion,1.0
awesome hands review ipad 2 coming tomorrow mention guest post mention hes sxsw,Positive emotion,0.0
lonelyplanet austin iphone app free godsend gpsaware map city without need 3g wifi sxsw,Positive emotion,0.0
lonely planet releases free austin city guide iphone app sxsw like arent enough apps cluttering handset,Negative emotion,1.0
lonely planets new iphone austin city guide free march 915 going sxsw link travel,Positive emotion,0.0
day bank america launched iphone app got 250k new customers bankinnovation sxsw,Positive emotion,0.0
sxsw thanks ever present iphone barging tables,Positive emotion,0.0
mention another google social failure sxsw,Negative emotion,1.0
google plans bring quotthe power herequot life future linking digital physical worlds link sxsw,Positive emotion,0.0
momi want ipad 2 back link thingsthatdontgotogether sxsw lisa rinna,Positive emotion,0.0
dont want lose love google sxsw,Positive emotion,0.0
brilliant rosso used google doc paste recipe make mothers think generated recipe leanstartup sxsw,Positive emotion,0.0
company company best supply chain walmart apple behance sxsw,Positive emotion,0.0
way deleting app wont stop loading iphone draining power x cancel help sxsw,Negative emotion,1.0
great recap seemingly great sxsw session rt mention relive wonder google v bing panel link,Positive emotion,0.0
great recap google bing q session website ranking sxsw qagb link via mention cc mention,Positive emotion,0.0
ipad 2 graphics much faster ipad 1 motorola xoom link mention tech sxsw,Positive emotion,0.0
sxsw evaporation mention mention business model platform iphone app makes tools available developers,Positive emotion,0.0
hope apple approves irelay social network mobile photo sharing app sxsw easier share people download,Positive emotion,0.0
major apple ios update day sxsw genius project manager came brilliant idea nowhammies,Negative emotion,1.0
mention apple great turning new old sxsw,Positive emotion,0.0
sweet apple listened us temp apple store near sxsw ipad2 launch link,Positive emotion,0.0
mention apple popup store sxsw 5 blocks long betterthingstodo,Negative emotion,1.0
apple popup store still ipads sxsw sxswi,Positive emotion,0.0
love apple popup store sxsw freaking smart one question atampt bring trucks signal please say yes,Positive emotion,0.0
queue apple popup store sxsw still long,Negative emotion,1.0
sxsw apple schools marketing experts cnet link sxsw,Positive emotion,0.0
sxsw apple schools marketing experts link sxsw,Positive emotion,0.0
sxsw apple schools marketing experts link via mention sxsw apple,Positive emotion,0.0
sxsw apple schools marketing experts link apple jobsco sxsw,Positive emotion,0.0
sxsw apple schools marketing experts link via mention sxsw apple marketing,Positive emotion,0.0
clever apple set open popup shop core sxsw action link,Positive emotion,0.0
temp apple storegreat move really need help brand recognition seriousness pretty cool sxsw,Positive emotion,0.0
come apple cant spellchecking without autocorrect must nothing grrr sxsw,Negative emotion,1.0
line apples ipad 2 popup store already wrapping around block sxsw link,Positive emotion,0.0
mention apples making temp store sxsw 2011 u get ipad 2 link,Positive emotion,0.0
fear sxsw attendees pick ipad 2s apples austin popup shop link via mention,Positive emotion,0.0
search sxsw via twitter work check googles real time search least get results sxsw,Positive emotion,0.0
share share share posterous joins sxsw pile posterous events iphone link socmedia,Positive emotion,0.0
tried square credit card reader iphone android amazingly simple sxsw impressed link,Positive emotion,0.0
mention arg wont load iphone via app store site trying sxsw feelin touch,Negative emotion,1.0
charge iphone every 6hours sxsw running lowest possible screen brightness apple fix basics,Negative emotion,1.0
iphone charging party hallway ux ia professionals unite sxsw,Positive emotion,0.0
rachael harris thats saw driving nuts thank google sxsw,Positive emotion,0.0
go bars get free drinks iphone doesdroid sxsw,Positive emotion,0.0
smart idea rt mention w00t mention wrote hollergram ipad app sxsw link,Positive emotion,0.0
googles art project puts famous artworks 7 billion pixels allowing zoom amp get entirely different view art sxsw,Positive emotion,0.0
googles art project would great virtual field trip kids museums around world edtech sxsw,Positive emotion,0.0
good cnn article sxsw important social web innovators link im bringing griddler ipad app,Positive emotion,0.0
android party sxsw mention lustre pearl bar w 36 others link,Positive emotion,0.0
apple case study great mktg sxsw showed everyone buzz quotpopup storequot link,Positive emotion,0.0
flash discussion still relevant sxsw tapworthy ipad design headaches,Negative emotion,1.0
got flask amp ipad yes im sitting 9th st waiting aicn screening sxsw prepared iloveasurprise link,Positive emotion,0.0
guy asked googles mayer take year remove deadly routes google maps death valley sxsw,Negative emotion,1.0
mention cnngrill sxsw rockin iphone couldnt cooler link,Positive emotion,0.0
nyt wsj sxsw ask future branded native news apps ipad link,Negative emotion,1.0
mention sxsw 9 10 attendees mac ipad,Positive emotion,0.0
mention sxsw quotapple comes cool technology ones ever heard dont go conferencesquot via mention,Positive emotion,0.0
mention sxsw quotapple comes cool technology ones ever heard dont go conferencesquot via mention,Positive emotion,0.0
mention sxsw quotapple comes cool technology ones ever heard dont go conferencesquot\x89û\x9d,Positive emotion,0.0
mention sxsw google connect digital amp physical worlds mobile link link,Positive emotion,0.0
mention sxsw first send us pic mention get free download game android videogame smartphone,Positive emotion,0.0
shat tear rt mention good news austinbound apple fanboys link sxsw ipad2,Positive emotion,0.0
hear apple opening popup store downtown scarborough building sxsw ipad2 cool sxsw newapplestoreaustin,Positive emotion,0.0
love apple smart enough popup sxsw store story map link tip mention,Positive emotion,0.0
80s band google aclu 1986 party rocks sxsw link,Positive emotion,0.0
hoping easier get ipad 2 today since 50 target audience busy sxsw awesometiming,Positive emotion,0.0
oh excuse rt mention rt mention sxsw quotapple comes cool technology dont go conferencesquot,Positive emotion,0.0
wonder percentage sxsw interactive participants iphone got ta high,Positive emotion,0.0
mention team android party mention mention walked dl appolicious app amp enter win free nexus androidsxsw sxsw,Positive emotion,0.0
geek sxsw interactive panels ipad holler gram app use ipad display messages others link,Positive emotion,0.0
line apple store goes around block oh thats right ipad 2 also sxsw,Positive emotion,0.0
band google party entertaining band ever seen sxsw,Positive emotion,0.0
line popup apple store phenomenal sxsw apple ipad2 link,Positive emotion,0.0
venturebeat rt mention second day business apple popup store appears trending sxsw vb mention link,Positive emotion,0.0
bout watch mention live sxsw apple store ipad 2 w mention mention living vicariously buy one,Positive emotion,0.0
another late start sxsw sxswi damn google rocking 80s party,Positive emotion,0.0
spasmatics rockin aclu google party sxsw,Positive emotion,0.0
great location choice nice timing ipad2 launch apple hp popping sxsw link,Positive emotion,0.0
congratulation rt mention yes gowalla wins best andoid app team android choice awards thanks sxsw,Positive emotion,0.0
iphone battery doesnt last long sxsw usage,Negative emotion,1.0
launched spins ipad app sxsw tons music photos videos whatcha think link,Positive emotion,0.0
dont television still twoscreen expierence iphone ipad psych sxsw,Positive emotion,0.0
ppl spoken quotgreat sxsw session w bing google danny sullivan bring back next year larger roomquot qagb sxswi,Positive emotion,0.0
anyone leaving sxsw iphone ipad time kill airports flights download tiny wings youre welcome im sorry,Positive emotion,0.0
google saving drivers time fuel link seo sem googlemaps mobile topnews sxsw,Positive emotion,0.0
matthew davis designing ipad quotthe web like strip mall contentquot sxsw,Positive emotion,0.0
ipad giveaway using mention sxsw link,Positive emotion,0.0
win awesome ipad quibids custom mention case catch sxsw wearing openbeta vip badge,Positive emotion,0.0
mention awesome traded sxsw last year ipad 1,Positive emotion,0.0
rt haha awesomely rad ipad app mention link hollergram sxsw via mention,Positive emotion,0.0
rt haha awesomely rad ipad app mention link hollergram sxsw via mention mention,Positive emotion,0.0
piece awesomeness arduino android flaming skulls link mention mention sxsw smartthings,Positive emotion,0.0
dude may actually buy ipad 2 tomorrow apple temporary store downtown austin sxsw link,Positive emotion,0.0
giving away ipad 2 panel wish luck sxsw,Positive emotion,0.0
giving away ipad sharers invite friends join aos sxsw mention ginger man link,Positive emotion,0.0
giving away apple gift cards exchange 4 serious style find us 6th conv cntr u look hot well rest sxsw fashion,Positive emotion,0.0
android may gaining market share youd never know sxsw apparently industry movers shakers apple loyalists,Positive emotion,0.0
say pretty smart timing apple drop ipad2 right top sxsw nearly anyones talking,Positive emotion,0.0
marissa mayer sxsw google quotmaking smart phones smarterquot amp life efficient knowing sched gt suggest flights maps weather amp,Positive emotion,0.0
